Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MGI_Mammalian_Phenotype_Level_4_2024	Increased Total Body Fat Amount MP:0010024	4/353	0.0116079555814849	0.1663740892277807	0	0	4.883767285411736	21.76238246608389	MINAR2;IRS2;DNASE1L2;PDIA6
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Head Morphology MP:0000432	2/66	0.0118650634107129	0.1663740892277807	0	0	12.946614583333334	57.4073222604629	MTHFD1L;DNASE1L2
MGI_Mammalian_Phenotype_Level_4_2024	Vertebral Fusion MP:0004609	2/66	0.0118650634107129	0.1663740892277807	0	0	12.946614583333334	57.4073222604629	XBP1;DNASE1L2
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Glucose Homeostasis MP:0002078	3/191	0.0120928119559138	0.1663740892277807	0	0	6.709597102761431	29.623837767279053	TREM2;IRS2;BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Increased Susceptibility To Endotoxin Shock MP:0008735	2/68	0.0125608922452035	0.1663740892277807	0	0	12.553030303030305	54.94671101969335	TREML1;TREM2
MGI_Mammalian_Phenotype_Level_4_2024	Increased Circulating HDL Cholesterol Level MP:0001556	3/197	0.0131374760042191	0.1663740892277807	0	0	6.500109673173942	28.16033653598916	HSPA5;IRS2;BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Increased Circulating Tumor Necrosis Factor Level MP:0008553	2/73	0.0143765335552059	0.1663740892277807	0	0	11.666079812206572	49.48935398933624	NFIL3;TREM2
MGI_Mammalian_Phenotype_Level_4_2024	Ectopic Bone MP:0014167	1/6	0.0149082847993736	0.1663740892277807	0	0	81.40816326530613	342.3895623444841	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Circadian Regulation Of Heart Rate MP:0011021	1/6	0.0149082847993736	0.1663740892277807	0	0	81.40816326530613	342.3895623444841	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Circulating Noradrenaline Level MP:0005664	1/6	0.0149082847993736	0.1663740892277807	0	0	81.40816326530613	342.3895623444841	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Common Lymphocyte Progenitor Cell Number MP:0013893	1/6	0.0149082847993736	0.1663740892277807	0	0	81.40816326530613	342.3895623444841	PDIA6
MGI_Mammalian_Phenotype_Level_4_2024	Increased Circulating Osteocalcin Level MP:0030984	1/6	0.0149082847993736	0.1663740892277807	0	0	81.40816326530613	342.3895623444841	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Leukocyte Cell Number MP:0000221	3/217	0.0169842657929789	0.1663740892277807	0	0	5.886657387154504	23.99088324962961	XBP1;BMAL1;PDIA6
MGI_Mammalian_Phenotype_Level_4_2024	Increased Susceptibility To Diet-Induced Hepatic Steatosis MP:0031269	1/7	0.0173717414502839	0.1663740892277807	0	0	67.83673469387755	274.9362107684438	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Calcified Joint MP:0003200	1/7	0.0173717414502839	0.1663740892277807	0	0	67.83673469387755	274.9362107684438	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Plasma Cell Morphology MP:0002439	1/7	0.0173717414502839	0.1663740892277807	0	0	67.83673469387755	274.9362107684438	NFIL3
MGI_Mammalian_Phenotype_Level_4_2024	Decreased T-helper 17 Cell Number MP:0010220	1/7	0.0173717414502839	0.1663740892277807	0	0	67.83673469387755	274.9362107684438	ZRANB1
MGI_Mammalian_Phenotype_Level_4_2024	Impaired Gluconeogenesis MP:0030973	1/7	0.0173717414502839	0.1663740892277807	0	0	67.83673469387755	274.9362107684438	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Costal Cartilage Morphology MP:0006432	1/7	0.0173717414502839	0.1663740892277807	0	0	67.83673469387755	274.9362107684438	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Microglial Cell Activation MP:0020449	1/7	0.0173717414502839	0.1663740892277807	0	0	67.83673469387755	274.9362107684438	TREM2
MGI_Mammalian_Phenotype_Level_4_2024	Increased Skeletal Muscle Triglyceride Level MP:0031415	1/7	0.0173717414502839	0.1663740892277807	0	0	67.83673469387755	274.9362107684438	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Pallor MP:0003717	3/225	0.0186815987482381	0.1663740892277807	0	0	5.672225416906268	22.5766838560242	XBP1;HSPA5;P4HA1
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Vertebral Arch Morphology MP:0004599	2/86	0.0195880530452788	0.1663740892277807	0	0	9.854166666666666	38.754815869716495	TRIM9;FOSL2
MGI_Mammalian_Phenotype_Level_4_2024	Decreased CD4-positive NK T Cell Number MP:0013519	1/8	0.0198291614511851	0.1663740892277807	0	0	58.142857142857146	227.9549801512961	PDIA6
MGI_Mammalian_Phenotype_Level_4_2024	Increased Macrophage Apoptosis MP:0011080	1/8	0.0198291614511851	0.1663740892277807	0	0	58.142857142857146	227.9549801512961	TREM2
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Knee Joint Morphology MP:0030837	1/8	0.0198291614511851	0.1663740892277807	0	0	58.142857142857146	227.9549801512961	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Thin Ventricular Wall MP:0000280	2/91	0.0217736102157896	0.1663740892277807	0	0	9.298220973782772	35.5848177883064	XBP1;CALR
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal NMDA-mediated Synaptic Currents MP:0002888	1/9	0.0222805591236868	0.1663740892277807	0	0	50.87244897959184	193.52086993316271	GRIN2C
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Mandibular Prominence Morphology MP:0010939	1/9	0.0222805591236868	0.1663740892277807	0	0	50.87244897959184	193.52086993316271	MTHFD1L
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Alveolar Lamellar Body Morphology MP:0010813	1/9	0.0222805591236868	0.1663740892277807	0	0	50.87244897959184	193.52086993316271	HSPA5
MGI_Mammalian_Phenotype_Level_4_2024	Arrhythmic Circadian Behavior Persistence MP:0020472	1/9	0.0222805591236868	0.1663740892277807	0	0	50.87244897959184	193.52086993316271	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Fragmentation Of Sleep/Wake States MP:0009436	1/9	0.0222805591236868	0.1663740892277807	0	0	50.87244897959184	193.52086993316271	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Areal Bone Mineral Density MP:0013618	1/9	0.0222805591236868	0.1663740892277807	0	0	50.87244897959184	193.52086993316271	ZBTB40
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Circulating Adrenaline Level MP:0005661	1/9	0.0222805591236868	0.1663740892277807	0	0	50.87244897959184	193.52086993316271	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Granulosa Cell Proliferation MP:0031018	1/9	0.0222805591236868	0.1663740892277807	0	0	50.87244897959184	193.52086993316271	IRS2
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Limb Mesenchyme Morphology MP:0011261	1/9	0.0222805591236868	0.1663740892277807	0	0	50.87244897959184	193.52086993316271	P4HA1
MGI_Mammalian_Phenotype_Level_4_2024	Hyperglycemia MP:0001559	2/94	0.0231314233527167	0.1663740892277807	0	0	8.993659420289855	33.87518721331595	IRS2;BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Fibroblast Proliferation MP:0011704	2/97	0.024523395696302	0.1663740892277807	0	0	8.708333333333334	32.29161197321332	RBM3;CIRBP
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Alkaline Phosphatase Activity MP:0011585	1/10	0.024725948817258	0.1663740892277807	0	0	45.21768707482993	167.3010120823387	ZBTB40
MGI_Mammalian_Phenotype_Level_4_2024	Polyovular Ovarian Follicle MP:0009433	1/10	0.024725948817258	0.1663740892277807	0	0	45.21768707482993	167.3010120823387	IRS2
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Cortical Intermediate Zone Morphology MP:0008457	1/10	0.024725948817258	0.1663740892277807	0	0	45.21768707482993	167.3010120823387	HSPA5
MGI_Mammalian_Phenotype_Level_4_2024	Priapism MP:0003415	1/10	0.024725948817258	0.1663740892277807	0	0	45.21768707482993	167.3010120823387	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Retarded Hair Growth MP:0000424	1/10	0.024725948817258	0.1663740892277807	0	0	45.21768707482993	167.3010120823387	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Increased Cardiac Muscle Glycogen Level MP:0014071	1/10	0.024725948817258	0.1663740892277807	0	0	45.21768707482993	167.3010120823387	CALR
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Extraembryonic Tissue Physiology MP:0004264	1/10	0.024725948817258	0.1663740892277807	0	0	45.21768707482993	167.3010120823387	XBP1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Gonadotroph Cell Number MP:0008335	1/10	0.024725948817258	0.1663740892277807	0	0	45.21768707482993	167.3010120823387	IRS2
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Muscle Weight MP:0004232	1/10	0.024725948817258	0.1663740892277807	0	0	45.21768707482993	167.3010120823387	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Increased Macrophage Cytokine Production MP:0011078	1/10	0.024725948817258	0.1663740892277807	0	0	45.21768707482993	167.3010120823387	NFIL3
MGI_Mammalian_Phenotype_Level_4_2024	Vascular Smooth Muscle Hyperplasia MP:0005489	1/10	0.024725948817258	0.1663740892277807	0	0	45.21768707482993	167.3010120823387	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Increased Circulating Free Fatty Acids Level MP:0001554	2/99	0.0254700751762328	0.1663740892277807	0	0	8.527920962199312	31.299610767204847	IRS2;BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Spleen Weight MP:0004953	2/100	0.025948961945953	0.1663740892277807	0	0	8.44047619047619	30.82144266223132	TRIM9;BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Body Size MP:0001265	6/917	0.0260715869521752	0.1663740892277807	0	0	2.8498652829058977	10.393199862435685	SRRM3;ZRANB1;HSPA5;BMAL1;PDIA6;FOSL2
MGI_Mammalian_Phenotype_Level_4_2024	Increased Tumor Necrosis Factor Secretion MP:0008560	2/102	0.0269177264019109	0.1663740892277807	0	0	8.270833333333334	29.898816321570965	TREML1;NFIL3
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Maxillary Prominence Morphology MP:0010940	1/11	0.0271653448579923	0.1663740892277807	0	0	40.69387755102041	146.73452100035948	MTHFD1L
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Chondrocyte Differentiation MP:0014105	1/11	0.0271653448579923	0.1663740892277807	0	0	40.69387755102041	146.73452100035948	FOSL2
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Circadian Sleep/Wake Cycle MP:0020478	1/11	0.0271653448579923	0.1663740892277807	0	0	40.69387755102041	146.73452100035948	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Impaired Basement Membrane Formation MP:0003044	1/11	0.0271653448579923	0.1663740892277807	0	0	40.69387755102041	146.73452100035948	P4HA1
MGI_Mammalian_Phenotype_Level_4_2024	Increased T-helper 17 Cell Number MP:0010219	1/11	0.0271653448579923	0.1663740892277807	0	0	40.69387755102041	146.73452100035948	NFIL3
MGI_Mammalian_Phenotype_Level_4_2024	Small Prostate Gland MP:0002774	1/11	0.0271653448579923	0.1663740892277807	0	0	40.69387755102041	146.73452100035948	TRIM9
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Myocardial Fiber Number MP:0004567	1/11	0.0271653448579923	0.1663740892277807	0	0	40.69387755102041	146.73452100035948	CALR
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Surfactant Secretion MP:0010993	1/11	0.0271653448579923	0.1663740892277807	0	0	40.69387755102041	146.73452100035948	HSPA5
MGI_Mammalian_Phenotype_Level_4_2024	Delayed Circadian Behavior Phase MP:0020475	1/11	0.0271653448579923	0.1663740892277807	0	0	40.69387755102041	146.73452100035948	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Lymphocyte Cell Number MP:0005016	3/260	0.0271834437181377	0.1663740892277807	0	0	4.891050583657588	17.632957208337984	XBP1;BMAL1;PDIA6
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Gait MP:0001406	4/460	0.027691628165538	0.1663740892277807	0	0	3.717391304347826	13.332889121373428	MINAR2;NAB2;BMAL1;PDIA6
MGI_Mammalian_Phenotype_Level_4_2024	Thrombocytosis MP:0005505	2/107	0.0294027974439489	0.1663740892277807	0	0	7.875	27.772490481823706	ZRANB1;BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Mating Frequency MP:0001377	1/12	0.029598761568907	0.1663740892277807	0	0	36.99257884972171	130.2147194065139	IRS2
MGI_Mammalian_Phenotype_Level_4_2024	Loss Of Dopaminergic Neurons MP:0003244	1/12	0.029598761568907	0.1663740892277807	0	0	36.99257884972171	130.2147194065139	MINAR2
MGI_Mammalian_Phenotype_Level_4_2024	Skin Hemorrhage MP:0011514	1/12	0.029598761568907	0.1663740892277807	0	0	36.99257884972171	130.2147194065139	TREML1
MGI_Mammalian_Phenotype_Level_4_2024	Increased Circulating Interleukin-12B Level MP:0008647	1/12	0.029598761568907	0.1663740892277807	0	0	36.99257884972171	130.2147194065139	NFIL3
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Mammary Gland Epithelial Cell Proliferation MP:0010174	1/12	0.029598761568907	0.1663740892277807	0	0	36.99257884972171	130.2147194065139	SPRN
MGI_Mammalian_Phenotype_Level_4_2024	Increased Interleukin-12B Secretion MP:0008669	1/12	0.029598761568907	0.1663740892277807	0	0	36.99257884972171	130.2147194065139	NFIL3
MGI_Mammalian_Phenotype_Level_4_2024	Thoracic Vertebral Fusion MP:0004623	1/12	0.029598761568907	0.1663740892277807	0	0	36.99257884972171	130.2147194065139	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Increased Partial Thromboplastin Time MP:0012359	1/12	0.029598761568907	0.1663740892277807	0	0	36.99257884972171	130.2147194065139	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Mammary Gland Physiology MP:0001881	1/13	0.032026213248763	0.1663740892277807	0	0	33.90816326530612	116.6847899929619	SPRN
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal NK Cell Differentiation MP:0008053	1/13	0.032026213248763	0.1663740892277807	0	0	33.90816326530612	116.6847899929619	NFIL3
MGI_Mammalian_Phenotype_Level_4_2024	Increased Total Fat Pad Weight MP:0008908	1/13	0.032026213248763	0.1663740892277807	0	0	33.90816326530612	116.6847899929619	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Absent Trabeculae Carneae MP:0000296	1/13	0.032026213248763	0.1663740892277807	0	0	33.90816326530612	116.6847899929619	XBP1
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Circadian Behavior Phase MP:0020473	1/13	0.032026213248763	0.1663740892277807	0	0	33.90816326530612	116.6847899929619	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Pulmonary Alveolus Epithelial Cell Morphology MP:0002273	1/13	0.032026213248763	0.1663740892277807	0	0	33.90816326530612	116.6847899929619	HSPA5
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Retina Progenitor Cell Morphology MP:0006071	1/13	0.032026213248763	0.1663740892277807	0	0	33.90816326530612	116.6847899929619	IRS2
MGI_Mammalian_Phenotype_Level_4_2024	Sacral Vertebral Fusion MP:0004622	1/13	0.032026213248763	0.1663740892277807	0	0	33.90816326530612	116.6847899929619	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Effector Memory T-helper Cell Number MP:0013771	1/13	0.032026213248763	0.1663740892277807	0	0	33.90816326530612	116.6847899929619	TRIM9
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Tail Length MP:0011999	1/13	0.032026213248763	0.1663740892277807	0	0	33.90816326530612	116.6847899929619	DNASE1L2
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Pancreatic Islet Number MP:0009168	1/13	0.032026213248763	0.1663740892277807	0	0	33.90816326530612	116.6847899929619	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Enlarged Thyroid Gland MP:0005355	1/14	0.0344477141698711	0.1663740892277807	0	0	31.298273155416013	105.4223689491126	PDIA6
MGI_Mammalian_Phenotype_Level_4_2024	Failure Of Superovulation MP:0031422	1/14	0.0344477141698711	0.1663740892277807	0	0	31.298273155416013	105.4223689491126	IRS2
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Circulating VLDL Triglyceride Level MP:0003976	1/14	0.0344477141698711	0.1663740892277807	0	0	31.298273155416013	105.4223689491126	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Large Unstained Cell Number MP:0012361	1/14	0.0344477141698711	0.1663740892277807	0	0	31.298273155416013	105.4223689491126	XBP1
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Bone Structure MP:0003795	3/286	0.0346326750027728	0.1663740892277807	0	0	4.435831892338922	14.917514922023985	MINAR2;XBP1;DNASE1L2
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Neuron Differentiation MP:0009937	2/120	0.0362706169091182	0.1663740892277807	0	0	7.002824858757062	23.22660056193845	TRIM9;HSPA5
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Adrenal Gland Secretion MP:0001739	1/15	0.0368632785936063	0.1663740892277807	0	0	29.06122448979592	95.91771596133704	SNAPIN
MGI_Mammalian_Phenotype_Level_4_2024	Embryonic Lethality Between Implantation And Placentation, Incomplete Penetrance MP:0011105	1/15	0.0368632785936063	0.1663740892277807	0	0	29.06122448979592	95.91771596133704	SPRN
MGI_Mammalian_Phenotype_Level_4_2024	Enlarged Pancreatic Islets MP:0009171	1/15	0.0368632785936063	0.1663740892277807	0	0	29.06122448979592	95.91771596133704	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Pulmonary Alveolar Hemorrhage MP:0010909	1/15	0.0368632785936063	0.1663740892277807	0	0	29.06122448979592	95.91771596133704	HSPA5
MGI_Mammalian_Phenotype_Level_4_2024	Increased Circulating Interleukin-17 Level MP:0008614	1/15	0.0368632785936063	0.1663740892277807	0	0	29.06122448979592	95.91771596133704	NFIL3
MGI_Mammalian_Phenotype_Level_4_2024	Small Pituitary Gland MP:0005361	1/15	0.0368632785936063	0.1663740892277807	0	0	29.06122448979592	95.91771596133704	IRS2
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Hair Cycle Anagen Phase MP:0008858	1/15	0.0368632785936063	0.1663740892277807	0	0	29.06122448979592	95.91771596133704	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Thin Cerebellar Granule Layer MP:0006099	1/15	0.0368632785936063	0.1663740892277807	0	0	29.06122448979592	95.91771596133704	GRIN2C
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Trabecular Bone Connectivity Density MP:0010933	1/15	0.0368632785936063	0.1663740892277807	0	0	29.06122448979592	95.91771596133704	ZBTB40
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Cell Cycle MP:0003077	2/125	0.0390617280151273	0.1726654273670454	0	0	6.716463414634147	21.77888563484535	RBM3;CIRBP
MGI_Mammalian_Phenotype_Level_4_2024	Increased Susceptibility To Colitis Induced Morbidity/Mortality MP:0013298	1/16	0.0392729207344652	0.1726654273670454	0	0	27.12244897959184	87.80133530116419	ZRANB1
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Energy Homeostasis MP:0005448	1/16	0.0392729207344652	0.1726654273670454	0	0	27.12244897959184	87.80133530116419	IRS2
MGI_Mammalian_Phenotype_Level_4_2024	Craniorachischisis MP:0008784	1/17	0.0416766547912334	0.1786906619975159	0	0	25.426020408163264	80.79916728086499	MTHFD1L
MGI_Mammalian_Phenotype_Level_4_2024	Impaired Osteoblast Differentiation MP:0011711	1/17	0.0416766547912334	0.1786906619975159	0	0	25.426020408163264	80.79916728086499	ZBTB40
MGI_Mammalian_Phenotype_Level_4_2024	Increased Circulating Cholesterol Level MP:0005178	3/313	0.0433776766781525	0.1786906619975159	0	0	4.043925875085793	12.689072394546434	HSPA5;IRS2;BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Prostate Gland Morphology MP:0001158	1/18	0.0440744949316926	0.1786906619975159	0	0	23.92917166866747	74.70385911458476	TRIM9
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Corpus Luteum Morphology MP:0002679	1/18	0.0440744949316926	0.1786906619975159	0	0	23.92917166866747	74.70385911458476	IRS2
MGI_Mammalian_Phenotype_Level_4_2024	Increased Incidence Of Corneal Inflammation MP:0001313	1/18	0.0440744949316926	0.1786906619975159	0	0	23.92917166866747	74.70385911458476	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Skeletal Muscle Glycogen Level MP:0010399	1/18	0.0440744949316926	0.1786906619975159	0	0	23.92917166866747	74.70385911458476	IRS2
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Intercalated Disk Morphology MP:0006267	1/18	0.0440744949316926	0.1786906619975159	0	0	23.92917166866747	74.70385911458476	CALR
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Milk Composition MP:0004047	1/19	0.0464664552952436	0.1786906619975159	0	0	22.598639455782312	69.35578082800635	SPRN
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Basophil Cell Number MP:0002607	1/19	0.0464664552952436	0.1786906619975159	0	0	22.598639455782312	69.35578082800635	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Interleukin-17 Secretion MP:0008682	1/19	0.0464664552952436	0.1786906619975159	0	0	22.598639455782312	69.35578082800635	NFIL3
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Surfactant Secretion MP:0004780	1/19	0.0464664552952436	0.1786906619975159	0	0	22.598639455782312	69.35578082800635	HSPA5
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Trabecular Bone Mass MP:0010873	1/19	0.0464664552952436	0.1786906619975159	0	0	22.598639455782312	69.35578082800635	ZBTB40
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Lipid Homeostasis MP:0002118	2/140	0.0479026862337682	0.1786906619975159	0	0	5.981884057971015	18.176455370515885	IRS2;BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Increased Vasoconstriction MP:0003025	1/20	0.0488525499820277	0.1786906619975159	0	0	21.40816326530612	64.63014669364038	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Anovulation MP:0008869	1/20	0.0488525499820277	0.1786906619975159	0	0	21.40816326530612	64.63014669364038	IRS2
MGI_Mammalian_Phenotype_Level_4_2024	Empty Decidua Capsularis MP:0009687	1/20	0.0488525499820277	0.1786906619975159	0	0	21.40816326530612	64.63014669364038	HSPA5
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Axon Fasciculation MP:0009450	1/20	0.0488525499820277	0.1786906619975159	0	0	21.40816326530612	64.63014669364038	HSPA5
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Brain Internal Capsule Morphology MP:0008128	1/20	0.0488525499820277	0.1786906619975159	0	0	21.40816326530612	64.63014669364038	HSPA5
MGI_Mammalian_Phenotype_Level_4_2024	Impaired Leukocyte Tethering Or Rolling MP:0020332	1/20	0.0488525499820277	0.1786906619975159	0	0	21.40816326530612	64.63014669364038	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Uterus Weight MP:0004905	1/20	0.0488525499820277	0.1786906619975159	0	0	21.40816326530612	64.63014669364038	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Myocardium Necrosis MP:0006085	1/21	0.0512327930672156	0.1786906619975159	0	0	20.336734693877556	60.42807445408675	XBP1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Circulating Luteinizing Hormone Level MP:0002773	1/21	0.0512327930672156	0.1786906619975159	0	0	20.336734693877556	60.42807445408675	IRS2
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Circulating Prolactin Level MP:0005121	1/21	0.0512327930672156	0.1786906619975159	0	0	20.336734693877556	60.42807445408675	IRS2
MGI_Mammalian_Phenotype_Level_4_2024	Increased Mature B Cell Number MP:0008210	1/21	0.0512327930672156	0.1786906619975159	0	0	20.336734693877556	60.42807445408675	PDIA6
MGI_Mammalian_Phenotype_Level_4_2024	Increased Susceptibility To Induced Thrombosis MP:0031121	1/22	0.0536071985992547	0.1786906619975159	0	0	19.367346938775512	56.67024999786951	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Intestinal Ulcer MP:0000512	1/22	0.0536071985992547	0.1786906619975159	0	0	19.367346938775512	56.67024999786951	NFIL3
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Neuron Proliferation MP:0009967	1/22	0.0536071985992547	0.1786906619975159	0	0	19.367346938775512	56.67024999786951	HSPA5
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Abdominal Adipose Tissue Amount MP:0008853	1/22	0.0536071985992547	0.1786906619975159	0	0	19.367346938775512	56.67024999786951	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Increased NK T Cell Number MP:0008039	1/22	0.0536071985992547	0.1786906619975159	0	0	19.367346938775512	56.67024999786951	NFIL3
MGI_Mammalian_Phenotype_Level_4_2024	Increased Circulating VLDL Cholesterol Level MP:0005145	1/22	0.0536071985992547	0.1786906619975159	0	0	19.367346938775512	56.67024999786951	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Spermatogonia Proliferation MP:0002685	1/22	0.0536071985992547	0.1786906619975159	0	0	19.367346938775512	56.67024999786951	CIRBP
MGI_Mammalian_Phenotype_Level_4_2024	Increased Circulating Interleukin-10 Level MP:0008593	1/22	0.0536071985992547	0.1786906619975159	0	0	19.367346938775512	56.67024999786951	NFIL3
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Fibroblast Physiology MP:0020414	1/22	0.0536071985992547	0.1786906619975159	0	0	19.367346938775512	56.67024999786951	CALR
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Interleukin-13 Secretion MP:0008673	1/22	0.0536071985992547	0.1786906619975159	0	0	19.367346938775512	56.67024999786951	NFIL3
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Tail Movements MP:0001391	1/22	0.0536071985992547	0.1786906619975159	0	0	19.367346938775512	56.67024999786951	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Long Bone Epiphysis Morphology MP:0000131	1/22	0.0536071985992547	0.1786906619975159	0	0	19.367346938775512	56.67024999786951	FOSL2
MGI_Mammalian_Phenotype_Level_4_2024	Abnormal Blastocyst Morphology MP:0004957	1/23	0.0559757805878795	0.184178374837539	0	0	18.4860853432282	53.29235549319145	HSPA5
MGI_Mammalian_Phenotype_Level_4_2024	Forebrain Hypoplasia MP:0000784	1/23	0.0559757805878795	0.184178374837539	0	0	18.4860853432282	53.29235549319145	HSPA5
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Lung Weight MP:0005631	1/24	0.0583385530130099	0.1853647101604939	0	0	17.68145519077196	50.24171555062859	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Mean Systemic Arterial Blood Pressure MP:0004876	1/24	0.0583385530130099	0.1853647101604939	0	0	17.68145519077196	50.24171555062859	BMAL1
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Primary Ovarian Follicle Number MP:0011125	1/24	0.0583385530130099	0.1853647101604939	0	0	17.68145519077196	50.24171555062859	IRS2
MGI_Mammalian_Phenotype_Level_4_2024	Decreased Susceptibility To Ischemic Brain Injury MP:0006059	1/24	0.0583385530130099	0.1853647101604939	0	0	17.68145519077196	50.24171555062859	HSPH1
