Term	Methods Included	Methods Found Significant	enrichr Adjusted P-value	enrichr P-value	enrichr Combined Score	enrichr Genes	prerank FDR q-val	prerank NOM p-val	prerank NES	prerank Lead genes	wilcoxon FDR q-val	wilcoxon NOM p-val	wilcoxon NES	wilcoxon Lead genes
Increased Total Fat Pad Weight MP:0008908	1	0	0.1663740892277807	0.032026213248763	116.6847899929619	BMAL1								
Absent Trabeculae Carneae MP:0000296	1	0	0.1663740892277807	0.032026213248763	116.6847899929619	XBP1								
Abnormal Circadian Behavior Phase MP:0020473	1	0	0.1663740892277807	0.032026213248763	116.6847899929619	BMAL1								
Abnormal Pulmonary Alveolus Epithelial Cell Morphology MP:0002273	1	0	0.1663740892277807	0.032026213248763	116.6847899929619	HSPA5								
Abnormal Retina Progenitor Cell Morphology MP:0006071	1	0	0.1663740892277807	0.032026213248763	116.6847899929619	IRS2								
Sacral Vertebral Fusion MP:0004622	1	0	0.1663740892277807	0.032026213248763	116.6847899929619	BMAL1								
Decreased Effector Memory T-helper Cell Number MP:0013771	1	0	0.1663740892277807	0.032026213248763	116.6847899929619	TRIM9								
Abnormal Tail Length MP:0011999	1	0	0.1663740892277807	0.032026213248763	116.6847899929619	DNASE1L2								
Decreased Pancreatic Islet Number MP:0009168	1	0	0.1663740892277807	0.032026213248763	116.6847899929619	BMAL1								
Enlarged Thyroid Gland MP:0005355	1	0	0.1663740892277807	0.0344477141698711	105.4223689491126	PDIA6								
Failure Of Superovulation MP:0031422	1	0	0.1663740892277807	0.0344477141698711	105.4223689491126	IRS2								
Decreased Circulating VLDL Triglyceride Level MP:0003976	1	0	0.1663740892277807	0.0344477141698711	105.4223689491126	BMAL1								
Decreased Large Unstained Cell Number MP:0012361	1	0	0.1663740892277807	0.0344477141698711	105.4223689491126	XBP1								
Abnormal Bone Structure MP:0003795	1	0	0.1663740892277807	0.0346326750027728	14.917514922023985	MINAR2;XBP1;DNASE1L2								
Abnormal Neuron Differentiation MP:0009937	1	0	0.1663740892277807	0.0362706169091182	23.22660056193845	TRIM9;HSPA5								
Abnormal Adrenal Gland Secretion MP:0001739	1	0	0.1663740892277807	0.0368632785936063	95.91771596133704	SNAPIN								
Embryonic Lethality Between Implantation And Placentation, Incomplete Penetrance MP:0011105	1	0	0.1663740892277807	0.0368632785936063	95.91771596133704	SPRN								
Enlarged Pancreatic Islets MP:0009171	1	0	0.1663740892277807	0.0368632785936063	95.91771596133704	BMAL1								
Pulmonary Alveolar Hemorrhage MP:0010909	1	0	0.1663740892277807	0.0368632785936063	95.91771596133704	HSPA5								
Increased Circulating Interleukin-17 Level MP:0008614	1	0	0.1663740892277807	0.0368632785936063	95.91771596133704	NFIL3								
Small Pituitary Gland MP:0005361	1	0	0.1663740892277807	0.0368632785936063	95.91771596133704	IRS2								
Abnormal Hair Cycle Anagen Phase MP:0008858	1	0	0.1663740892277807	0.0368632785936063	95.91771596133704	BMAL1								
Thin Cerebellar Granule Layer MP:0006099	1	0	0.1663740892277807	0.0368632785936063	95.91771596133704	GRIN2C								
Decreased Trabecular Bone Connectivity Density MP:0010933	1	0	0.1663740892277807	0.0368632785936063	95.91771596133704	ZBTB40								
Abnormal Cell Cycle MP:0003077	1	0	0.1726654273670454	0.0390617280151273	21.77888563484535	RBM3;CIRBP								
Increased Susceptibility To Colitis Induced Morbidity/Mortality MP:0013298	1	0	0.1726654273670454	0.0392729207344652	87.80133530116419	ZRANB1								
Abnormal Energy Homeostasis MP:0005448	1	0	0.1726654273670454	0.0392729207344652	87.80133530116419	IRS2								
Craniorachischisis MP:0008784	1	0	0.1786906619975159	0.0416766547912334	80.79916728086499	MTHFD1L								
Impaired Osteoblast Differentiation MP:0011711	1	0	0.1786906619975159	0.0416766547912334	80.79916728086499	ZBTB40								
Increased Circulating Cholesterol Level MP:0005178	1	0	0.1786906619975159	0.0433776766781525	12.689072394546434	HSPA5;IRS2;BMAL1								
Abnormal Prostate Gland Morphology MP:0001158	1	0	0.1786906619975159	0.0440744949316926	74.70385911458476	TRIM9								
Abnormal Corpus Luteum Morphology MP:0002679	1	0	0.1786906619975159	0.0440744949316926	74.70385911458476	IRS2								
Increased Incidence Of Corneal Inflammation MP:0001313	1	0	0.1786906619975159	0.0440744949316926	74.70385911458476	BMAL1								
Decreased Skeletal Muscle Glycogen Level MP:0010399	1	0	0.1786906619975159	0.0440744949316926	74.70385911458476	IRS2								
Abnormal Intercalated Disk Morphology MP:0006267	1	0	0.1786906619975159	0.0440744949316926	74.70385911458476	CALR								
Abnormal Milk Composition MP:0004047	1	0	0.1786906619975159	0.0464664552952436	69.35578082800635	SPRN								
Decreased Basophil Cell Number MP:0002607	1	0	0.1786906619975159	0.0464664552952436	69.35578082800635	BMAL1								
Decreased Interleukin-17 Secretion MP:0008682	1	0	0.1786906619975159	0.0464664552952436	69.35578082800635	NFIL3								
Abnormal Surfactant Secretion MP:0004780	1	0	0.1786906619975159	0.0464664552952436	69.35578082800635	HSPA5								
Decreased Trabecular Bone Mass MP:0010873	1	0	0.1786906619975159	0.0464664552952436	69.35578082800635	ZBTB40								
Abnormal Lipid Homeostasis MP:0002118	1	0	0.1786906619975159	0.0479026862337682	18.176455370515885	IRS2;BMAL1								
Increased Vasoconstriction MP:0003025	1	0	0.1786906619975159	0.0488525499820277	64.63014669364038	BMAL1								
Anovulation MP:0008869	1	0	0.1786906619975159	0.0488525499820277	64.63014669364038	IRS2								
Empty Decidua Capsularis MP:0009687	1	0	0.1786906619975159	0.0488525499820277	64.63014669364038	HSPA5								
Abnormal Axon Fasciculation MP:0009450	1	0	0.1786906619975159	0.0488525499820277	64.63014669364038	HSPA5								
Abnormal Brain Internal Capsule Morphology MP:0008128	1	0	0.1786906619975159	0.0488525499820277	64.63014669364038	HSPA5								
Impaired Leukocyte Tethering Or Rolling MP:0020332	1	0	0.1786906619975159	0.0488525499820277	64.63014669364038	BMAL1								
Decreased Uterus Weight MP:0004905	1	0	0.1786906619975159	0.0488525499820277	64.63014669364038	BMAL1								
Myocardium Necrosis MP:0006085	1	0	0.1786906619975159	0.0512327930672156	60.42807445408675	XBP1								
Decreased Circulating Luteinizing Hormone Level MP:0002773	1	0	0.1786906619975159	0.0512327930672156	60.42807445408675	IRS2								
Decreased Circulating Prolactin Level MP:0005121	1	0	0.1786906619975159	0.0512327930672156	60.42807445408675	IRS2								
Increased Mature B Cell Number MP:0008210	1	0	0.1786906619975159	0.0512327930672156	60.42807445408675	PDIA6								
Increased Susceptibility To Induced Thrombosis MP:0031121	1	0	0.1786906619975159	0.0536071985992547	56.67024999786951	BMAL1								
Intestinal Ulcer MP:0000512	1	0	0.1786906619975159	0.0536071985992547	56.67024999786951	NFIL3								
Abnormal Neuron Proliferation MP:0009967	1	0	0.1786906619975159	0.0536071985992547	56.67024999786951	HSPA5								
Decreased Abdominal Adipose Tissue Amount MP:0008853	1	0	0.1786906619975159	0.0536071985992547	56.67024999786951	BMAL1								
Increased NK T Cell Number MP:0008039	1	0	0.1786906619975159	0.0536071985992547	56.67024999786951	NFIL3								
Increased Circulating VLDL Cholesterol Level MP:0005145	1	0	0.1786906619975159	0.0536071985992547	56.67024999786951	BMAL1								
Abnormal Spermatogonia Proliferation MP:0002685	1	0	0.1786906619975159	0.0536071985992547	56.67024999786951	CIRBP								
Increased Circulating Interleukin-10 Level MP:0008593	1	0	0.1786906619975159	0.0536071985992547	56.67024999786951	NFIL3								
Abnormal Fibroblast Physiology MP:0020414	1	0	0.1786906619975159	0.0536071985992547	56.67024999786951	CALR								
Decreased Interleukin-13 Secretion MP:0008673	1	0	0.1786906619975159	0.0536071985992547	56.67024999786951	NFIL3								
Abnormal Tail Movements MP:0001391	1	0	0.1786906619975159	0.0536071985992547	56.67024999786951	BMAL1								
Abnormal Long Bone Epiphysis Morphology MP:0000131	1	0	0.1786906619975159	0.0536071985992547	56.67024999786951	FOSL2								
Abnormal Blastocyst Morphology MP:0004957	1	0	0.184178374837539	0.0559757805878795	53.29235549319145	HSPA5								
Forebrain Hypoplasia MP:0000784	1	0	0.184178374837539	0.0559757805878795	53.29235549319145	HSPA5								
Decreased Lung Weight MP:0005631	1	0	0.1853647101604939	0.0583385530130099	50.24171555062859	BMAL1								
Decreased Mean Systemic Arterial Blood Pressure MP:0004876	1	0	0.1853647101604939	0.0583385530130099	50.24171555062859	BMAL1								
Decreased Primary Ovarian Follicle Number MP:0011125	1	0	0.1853647101604939	0.0583385530130099	50.24171555062859	IRS2								
Decreased Susceptibility To Ischemic Brain Injury MP:0006059	1	0	0.1853647101604939	0.0583385530130099	50.24171555062859	HSPH1								
Abnormal Leukocyte Morphology MP:0008246	1	0	0.1853647101604939	0.0583385530130099	50.24171555062859	NFIL3								
Decreased Embryo Size MP:0001698	1	0	0.1853647101604939	0.0601020266581255	8.050926095290455	XBP1;PDHA1;P4HA1;MTHFD1L								
Abnormal Circulating Insulin Level MP:0001560	1	0	0.1853647101604939	0.0606955298241754	47.47480020477031	IRS2								
Decreased Cardiac Stroke Volume MP:0011952	1	0	0.1853647101604939	0.0606955298241754	47.47480020477031	DNASE1L2								
Shortened Circadian Behavior Period MP:0020470	1	0	0.1853647101604939	0.0606955298241754	47.47480020477031	DBP								
Decreased Hepatocyte Proliferation MP:0004001	1	0	0.1853647101604939	0.0606955298241754	47.47480020477031	XBP1								
Abnormal Interferon Level MP:0008750	1	0	0.1853647101604939	0.0606955298241754	47.47480020477031	TREM2								
Abnormal Motor Capabilities/Coordination/Movement MP:0002066	1	0	0.1853647101604939	0.0606978560721617	14.623985726935691	NAB2;DNASE1L2								
Insulin Resistance MP:0005331	1	0	0.1869408705032686	0.0627088733106241	14.182384623506447	IRS2;PDIA6								
Abnormal Endoplasmic Reticulum Morphology MP:0009378	1	0	0.1869408705032686	0.0630467249540435	44.95534064809558	P4HA1								
Short Photoreceptor Inner Segment MP:0008582	1	0	0.1869408705032686	0.0630467249540435	44.95534064809558	IRS2								
Abnormal First Pharyngeal Arch Morphology MP:0006337	1	0	0.1869408705032686	0.0630467249540435	44.95534064809558	MTHFD1L								
Abnormal Inner Cell Mass Apoptosis MP:0010380	1	0	0.1869408705032686	0.0630467249540435	44.95534064809558	HSPA5								
Abnormal Oogenesis MP:0001931	1	0	0.1876949756448764	0.0653921522588676	42.652889831563165	IRS2								
Hypotension MP:0001596	1	0	0.1876949756448764	0.0653921522588676	42.652889831563165	BMAL1								
Decreased Circulating Interferon-Gamma Level MP:0008578	1	0	0.1876949756448764	0.0653921522588676	42.652889831563165	ZRANB1								
Abnormal Vertebrae Development MP:0005225	1	0	0.1876949756448764	0.0653921522588676	42.652889831563165	FOSL2								
Abnormal Cornea Stroma Morphology MP:0005300	1	0	0.1876949756448764	0.0677318256109869	40.54171043527237	BMAL1								
Increased Atretic Ovarian Follicle Number MP:0031239	1	0	0.1876949756448764	0.0677318256109869	40.54171043527237	IRS2								
Abnormal Freezing Behavior MP:0020420	1	0	0.1876949756448764	0.0677318256109869	40.54171043527237	NAB2								
Thin Cerebellar Molecular Layer MP:0000890	1	0	0.1876949756448764	0.0677318256109869	40.54171043527237	GRIN2C								
Thin Myocardium Compact Layer MP:0004057	1	0	0.1876949756448764	0.0677318256109869	40.54171043527237	CALR								
Increased Memory T Cell Number MP:0008049	1	0	0.1876949756448764	0.0677318256109869	40.54171043527237	NFIL3								
Rectal Prolapse MP:0000493	1	0	0.1876949756448764	0.0700657588372089	38.5999069065122	NFIL3								
Renal Tubule Atrophy MP:0011346	1	0	0.1876949756448764	0.0700657588372089	38.5999069065122	HSPA5								
Decreased Pancreatic Beta Cell Mass MP:0009114	1	0	0.1876949756448764	0.0700657588372089	38.5999069065122	IRS2								
Increased Interleukin-10 Secretion MP:0008660	1	0	0.1876949756448764	0.0700657588372089	38.5999069065122	NFIL3								
Decreased Tertiary Ovarian Follicle Number MP:0011129	1	0	0.1876949756448764	0.0700657588372089	38.5999069065122	IRS2								
Embryonic Lethality At Implantation, Complete Penetrance MP:0011093	1	0	0.1876949756448764	0.0723939657090184	36.80874147674154	HSPA5								
Abnormal Nail Morphology MP:0000579	1	0	0.1876949756448764	0.0723939657090184	36.80874147674154	DNASE1L2								
Abnormal Circadian Behavior MP:0020467	1	0	0.1876949756448764	0.0723939657090184	36.80874147674154	BMAL1								
Decreased Circulating Estradiol Level MP:0005181	1	0	0.1876949756448764	0.0723939657090184	36.80874147674154	IRS2								
Decreased Embryo Weight MP:0009429	1	0	0.1876949756448764	0.0723939657090184	36.80874147674154	XBP1								
Abnormal Type II Pneumocyte Morphology MP:0002275	1	0	0.1876949756448764	0.0723939657090184	36.80874147674154	HSPA5								
Increased Marginal Zone B Cell Number MP:0008181	1	0	0.1876949756448764	0.0723939657090184	36.80874147674154	PDIA6								
Decreased Bone Mineral Content MP:0010124	1	0	0.1876949756448764	0.072821398360266	8.497704239641326	MINAR2;NFIL3;DNASE1L2								
Abnormal Microglial Cell Physiology MP:0003691	1	0	0.1876949756448764	0.0747164600026276	35.15209038871121	TREM2								
Colitis MP:0002816	1	0	0.1876949756448764	0.0747164600026276	35.15209038871121	NFIL3								
Abnormal Circulating Glucose Level MP:0000188	1	0	0.1876949756448764	0.0747164600026276	35.15209038871121	IRS2								
Hypoxia MP:0005039	1	0	0.1876949756448764	0.0747164600026276	35.15209038871121	FOSL2								
Premature Aging MP:0003786	1	0	0.1876949756448764	0.0747164600026276	35.15209038871121	BMAL1								
Decreased Circulating Sodium Level MP:0005634	1	0	0.1876949756448764	0.0747164600026276	35.15209038871121	TRIM9								
Abnormal Lactation MP:0001882	1	0	0.1876949756448764	0.0747164600026276	35.15209038871121	SPRN								
Decreased Body Weight MP:0001262	1	0	0.1876949756448764	0.0762899623441915	5.208687858773676	SRRM3;ZRANB1;NFIL3;IRS2;BMAL1;PDIA6;SPRN								
Decreased Bone Mineral Density MP:0000063	1	0	0.1876949756448764	0.0763844079088516	8.169587152665276	MINAR2;DNASE1L2;FOSL2								
Abnormal T Cell Subpopulation Ratio MP:0003944	1	0	0.1876949756448764	0.0770332554327668	33.61600807740255	BMAL1								
Abnormal Z Line Morphology MP:0004091	1	0	0.1876949756448764	0.0770332554327668	33.61600807740255	CALR								
Decreased Cerebral Infarct Size MP:0006058	1	0	0.1876949756448764	0.0770332554327668	33.61600807740255	HSPH1								
Increased Interleukin-17 Secretion MP:0008681	1	0	0.1876949756448764	0.0770332554327668	33.61600807740255	NFIL3								
Decreased Circulating Glucose Level MP:0005560	1	0	0.1876949756448764	0.0772872012064359	8.090261873491674	MINAR2;RAP2B;BMAL1								
Decreased Vertical Activity MP:0002757	1	0	0.1876949756448764	0.0788471335909125	11.37012436768999	MINAR2;GRIN2C								
Abnormal Nitric Oxide Homeostasis MP:0003957	1	0	0.1876949756448764	0.0793443657059371	32.18837516559274	BMAL1								
Brachydactyly MP:0002544	1	0	0.1876949756448764	0.0793443657059371	32.18837516559274	DNASE1L2								
Abnormal Ovarian Follicle Morphology MP:0001131	1	0	0.1876949756448764	0.0793443657059371	32.18837516559274	IRS2								
Embryonic Lethality, Complete Penetrance MP:0011092	1	0	0.1876949756448764	0.0809459040214663	7.783219523999366	FMNL1;PDHA1;NFYA								
Absent Mature Ovarian Follicles MP:0001132	1	0	0.1876949756448764	0.0816498044624026	30.85861216573232	IRS2								
Abnormal Capillary Morphology MP:0003658	1	0	0.1876949756448764	0.0816498044624026	30.85861216573232	P4HA1								
Polydipsia MP:0001426	1	0	0.1876949756448764	0.0816498044624026	30.85861216573232	IRS2								
Decreased Common Myeloid Progenitor Cell Number MP:0008813	1	0	0.1876949756448764	0.0816498044624026	30.85861216573232	PDIA6								
Decreased Interleukin-10 Secretion MP:0008661	1	0	0.1876949756448764	0.0816498044624026	30.85861216573232	NFIL3								
Persistence Of Hyaloid Vascular System MP:0001289	1	0	0.1876949756448764	0.0817755293827744	10.966233523351685	XBP1;DNASE1L2								
Abnormal Ovarian Folliculogenesis MP:0001130	1	0	0.1876949756448764	0.0839495853612937	29.61744503578088	IRS2								
Prolonged Estrous Cycle MP:0009006	1	0	0.1876949756448764	0.0839495853612937	29.61744503578088	BMAL1								
Decreased Double-Negative T Cell Number MP:0005089	1	0	0.1876949756448764	0.0839495853612937	29.61744503578088	PDIA6								
Abnormal Spermatogonia Morphology MP:0006378	1	0	0.1876949756448764	0.0839495853612937	29.61744503578088	CIRBP								
Abnormal Thoracic Cage Morphology MP:0004624	1	0	0.1876949756448764	0.0839495853612937	29.61744503578088	BMAL1								
Decreased Pancreatic Beta Cell Number MP:0003339	1	0	0.1876949756448764	0.0839495853612937	29.61744503578088	IRS2								
Decreased Circulating HDL Cholesterol Level MP:0000186	1	0	0.1876949756448764	0.0862308158063644	10.398749122125208	NAB2;BMAL1								
Bradykinesia MP:0005156	1	0	0.1876949756448764	0.0862437219743075	28.456712045041098	MINAR2								
Failure Of Embryo Implantation MP:0001728	1	0	0.1876949756448764	0.0862437219743075	28.456712045041098	BMAL1								
Abnormal Hair Cycle MP:0000427	1	0	0.1876949756448764	0.0862437219743075	28.456712045041098	BMAL1								
Abnormal Vascular Smooth Muscle Physiology MP:0005595	1	0	0.1876949756448764	0.0862437219743075	28.456712045041098	BMAL1								
Abnormal Interleukin Secretion MP:0008568	1	0	0.1876949756448764	0.0862437219743075	28.456712045041098	NFIL3								
Absent Estrous Cycle MP:0009009	1	0	0.1876949756448764	0.0862437219743075	28.456712045041098	IRS2								
Embryonic Growth Retardation MP:0003984	1	0	0.1876949756448764	0.0880769034595627	6.060658309358765	XBP1;PDHA1;P4HA1;MTHFD1L								
Absent Somites MP:0006386	1	0	0.1876949756448764	0.0885322278902676	27.36920368672352	RBM3								
Enlarged Pericardium MP:0000291	1	0	0.1876949756448764	0.0885322278902676	27.36920368672352	XBP1								
Abnormal Brain White Matter Morphology MP:0008026	1	0	0.1876949756448764	0.0885322278902676	27.36920368672352	HSPA5								
Impaired Wound Healing MP:0001792	1	0	0.1876949756448764	0.0885322278902676	27.36920368672352	BMAL1								
Increased Osteoblast Cell Number MP:0004988	1	0	0.1876949756448764	0.0885322278902676	27.36920368672352	BMAL1								
Weight Loss MP:0001263	1	0	0.1876949756448764	0.0892414542606553	10.043965211617904	IRS2;BMAL1								
Abnormal Pancreatic Beta Cell Morphology MP:0005217	1	0	0.1876949756448764	0.0908151166313484	26.34852930034076	IRS2								
Increased Cardiomyocyte Apoptosis MP:0003222	1	0	0.1876949756448764	0.0908151166313484	26.34852930034076	CALR								
Abnormal Gluconeogenesis MP:0003383	1	0	0.1876949756448764	0.0908151166313484	26.34852930034076	BMAL1								
Small Superior Vagus Ganglion MP:0001102	1	0	0.1876949756448764	0.0908151166313484	26.34852930034076	DNASE1L2								
Decreased Red Blood Cell Distribution Width MP:0010068	1	0	0.1876949756448764	0.0908151166313484	26.34852930034076	XBP1								
Increased Megakaryocyte Cell Number MP:0008254	1	0	0.1876949756448764	0.0908151166313484	26.34852930034076	BMAL1								
Impaired Coordination MP:0001405	1	0	0.1876949756448764	0.0909032529103617	7.048759091326758	SRRM3;MINAR2;GRIN2C								
Embryo Tissue Necrosis MP:0013241	1	0	0.1899084994775007	0.0930924017046572	25.38900533231373	XBP1								
Abnormal Cell Migration MP:0003091	1	0	0.1899084994775007	0.0930924017046572	25.38900533231373	CALR								
Abnormal Cerebellar Molecular Layer MP:0000889	1	0	0.1899084994775007	0.0930924017046572	25.38900533231373	GRIN2C								
Diarrhea MP:0005036	1	0	0.1922359259032365	0.0953640965755271	24.485561288951835	NFIL3								
Abnormal Cecum Morphology MP:0000494	1	0	0.1922359259032365	0.0953640965755271	24.485561288951835	NFIL3								
Abnormal Liver Development MP:0000596	1	0	0.1922359259032365	0.0953640965755271	24.485561288951835	XBP1								
Abnormal Circulating Hormone Level MP:0005418	1	0	0.1944976933173116	0.0976302146847681	23.633660200289185	IRS2								
Abnormal Stratification In Cerebral Cortex MP:0000790	1	0	0.1944976933173116	0.0976302146847681	23.633660200289185	HSPA5								
Small Pancreatic Islets MP:0009172	1	0	0.1944976933173116	0.0976302146847681	23.633660200289185	IRS2								
Impaired Macrophage Phagocytosis MP:0001798	1	0	0.1951888598845648	0.0998907694703361	22.829231064333683	TREM2								
Increased Circulating Interferon-Gamma Level MP:0008577	1	0	0.1951888598845648	0.0998907694703361	22.829231064333683	NFIL3								
Increased Insulin Secretion MP:0003058	1	0	0.1951888598845648	0.0998907694703361	22.829231064333683	IRS2								
Abnormal Lens Fiber Morphology MP:0002840	1	0	0.1951888598845648	0.0998907694703361	22.829231064333683	BMAL1								
Decreased Width Of Hypertrophic Chondrocyte Zone MP:0003409	1	0	0.1951888598845648	0.0998907694703361	22.829231064333683	FOSL2								
Absent Inner Cell Mass Proliferation MP:0012114	1	0	0.198522174824116	0.1021457742794159	22.068611238785657	HSPA5								
Decreased Circulating Insulin Level MP:0002727	1	0	0.198522174824116	0.1023751607426323	8.716716836108898	BMAL1;PDIA6								
Thrombocytopenia MP:0003179	1	0	0.1992160642857021	0.1031638994808204	8.646706001531626	TREML1;PDIA6								
Decreased B Cell Number MP:0005017	1	0	0.1992160642857021	0.1039543502969196	8.577502457974575	BMAL1;PDIA6								
Abnormal Cartilage Morphology MP:0000163	1	0	0.1992160642857021	0.1043952424647777	21.34849709415977	FOSL2								
Decreased Circulating Triglyceride Level MP:0002644	1	0	0.1992160642857021	0.1063358451081965	8.374610909283374	XBP1;PDIA6								
Abnormal Calcium Ion Homeostasis MP:0004231	1	0	0.1992160642857021	0.1066391873529346	20.665901611884028	CALR								
Abnormal Cell Differentiation MP:0005076	1	0	0.1992160642857021	0.1066391873529346	20.665901611884028	IRS2								
Abnormal Cerebellum External Granule Cell Layer Morphology MP:0000872	1	0	0.1992160642857021	0.1066391873529346	20.665901611884028	SRRM3								
Abnormal Response To Injury MP:0005164	1	0	0.1992160642857021	0.1066391873529346	20.665901611884028	BMAL1								
Abnormal Sleep Pattern MP:0001501	1	0	0.1992160642857021	0.1066391873529346	20.665901611884028	BMAL1								
Abnormal Intestine Physiology MP:0010155	1	0	0.1992160642857021	0.1066391873529346	20.665901611884028	BMAL1								
Exencephaly MP:0000914	1	0	0.1997395227567244	0.1079318309204139	8.2431620580209	MTHFD1L;CALR								
Abnormal Mammary Gland Development MP:0000628	1	0	0.1997395227567244	0.1088776222085674	20.01811780873028	SPRN								
Eye Hemorrhage MP:0006203	1	0	0.1997395227567244	0.1088776222085674	20.01811780873028	DNASE1L2								
Abnormal Circulating Protein Level MP:0005416	1	0	0.1997395227567244	0.1088776222085674	20.01811780873028	BMAL1								
Trabecula Carnea Hypoplasia MP:0000295	1	0	0.1997395227567244	0.1088776222085674	20.01811780873028	CALR								
Embryonic Lethality MP:0008762	1	0	0.2002345786390964	0.1111105603036554	19.4026870705364	MTHFD1L								
Osteoporosis MP:0000066	1	0	0.2002345786390964	0.1111105603036554	19.4026870705364	BMAL1								
Decreased NK T Cell Number MP:0008040	1	0	0.2002345786390964	0.1111105603036554	19.4026870705364	PDIA6								
Retina Outer Nuclear Layer Degeneration MP:0008518	1	0	0.2002345786390964	0.1111105603036554	19.4026870705364	IRS2								
Abnormal Tumor Necrosis Factor Level MP:0008752	1	0	0.2002345786390964	0.1111105603036554	19.4026870705364	TREM2								
Failure Of Blastocyst To Hatch From The Zona Pellucida MP:0003694	1	0	0.2035295336860059	0.1133380148369131	18.81737166641443	HSPA5								
Abnormal Vertebral Column Morphology MP:0004703	1	0	0.2057055762399348	0.1155599990222406	18.26013079359792	BMAL1								
Increased Circulating Triglyceride Level MP:0001552	1	0	0.2057055762399348	0.1160078131753534	7.628322403441009	IRS2;BMAL1								
Abnormal Osteoclast Morphology MP:0004982	1	0	0.2057055762399348	0.1177765260040411	17.7290996615035	FOSL2								
Abnormal Cell Cycle Checkpoint Function MP:0004045	1	0	0.2057055762399348	0.1177765260040411	17.7290996615035	TREM2								
Renal Interstitial Fibrosis MP:0003215	1	0	0.2057055762399348	0.1177765260040411	17.7290996615035	HSPA5								
Decreased Circulating Testosterone Level MP:0002780	1	0	0.2057055762399348	0.1177765260040411	17.7290996615035	IRS2								
Increased Hepatocyte Apoptosis MP:0003887	1	0	0.2057055762399348	0.1177765260040411	17.7290996615035	XBP1								
Decreased Trabecular Bone Volume MP:0010879	1	0	0.2057055762399348	0.1177765260040411	17.7290996615035	ZBTB40								
Abnormal Hair Shaft Morphology MP:0003809	1	0	0.2088521520486904	0.1199876089220907	17.22257115519733	DNASE1L2								
Abnormal Autopod Morphology MP:0000572	1	0	0.2091613321975493	0.1221932608707862	16.738979733033663	DNASE1L2								
Omphalocele MP:0003052	1	0	0.2091613321975493	0.1221932608707862	16.738979733033663	CALR								
Abnormal Metabolism MP:0005266	1	0	0.2091613321975493	0.1243934949128716	16.276887238960814	BMAL1								
Impaired Hematopoiesis MP:0001606	1	0	0.2091613321975493	0.1243934949128716	16.276887238960814	XBP1								
Abnormal Sarcomere Morphology MP:0004090	1	0	0.2091613321975493	0.1243934949128716	16.276887238960814	CALR								
Decreased Platelet Aggregation MP:0009549	1	0	0.2091613321975493	0.1243934949128716	16.276887238960814	TREML1								
Delayed Endochondral Bone Ossification MP:0003419	1	0	0.2091613321975493	0.1243934949128716	16.276887238960814	FOSL2								
Increased Susceptibility To Experimental Autoimmune Encephalomyelitis MP:0004799	1	0	0.2091613321975493	0.1265883240687765	15.834970375184442	NFIL3								
Abnormal Cell Adhesion MP:0003566	1	0	0.2091613321975493	0.1265883240687765	15.834970375184442	CALR								
Abnormal Cell Nucleus Morphology MP:0003111	1	0	0.2091613321975493	0.1265883240687765	15.834970375184442	DNASE1L2								
Decreased Circulating Insulin-Like Growth Factor I Level MP:0004701	1	0	0.2091613321975493	0.1265883240687765	15.834970375184442	PDIA6								
Decreased Hematopoietic Stem Cell Number MP:0004810	1	0	0.2091613321975493	0.1265883240687765	15.834970375184442	PDIA6								
Decreased Interleukin-4 Secretion MP:0008700	1	0	0.2091613321975493	0.1265883240687765	15.834970375184442	NFIL3								
Decreased Macrophage Cell Number MP:0003884	1	0	0.2091613321975493	0.1265883240687765	15.834970375184442	TREM2								
Impaired Ovarian Folliculogenesis MP:0001129	1	0	0.2091613321975493	0.1287777613922166	15.412009607623004	IRS2								
Abnormal Cued Conditioning Behavior MP:0001454	1	0	0.2091613321975493	0.1287777613922166	15.412009607623004	NAB2								
Abnormal Head Shape MP:0011495	1	0	0.2091613321975493	0.1287777613922166	15.412009607623004	MTHFD1L								
Abnormal Tibia Morphology MP:0000558	1	0	0.2091613321975493	0.1287777613922166	15.412009607623004	DNASE1L2								
Abnormal Interleukin Level MP:0008751	1	0	0.2091613321975493	0.1287777613922166	15.412009607623004	TREM2								
Increased Respiratory Quotient MP:0010378	1	0	0.2091613321975493	0.1287777613922166	15.412009607623004	BMAL1								
Absent Corpus Luteum MP:0001134	1	0	0.2091613321975493	0.1287777613922166	15.412009607623004	IRS2								
Fusion Of Vertebral Arches MP:0004613	1	0	0.2113624307132345	0.1309618198144747	15.00687933540933	DNASE1L2								
Polyphagia MP:0001433	1	0	0.2113624307132345	0.1309618198144747	15.00687933540933	IRS2								
Increased Fasting Circulating Glucose Level MP:0013279	1	0	0.2115316550325755	0.1326007221403683	6.58037209866169	DNASE1L2;PDIA6								
Impaired Natural Killer Cell Mediated Cytotoxicity MP:0005070	1	0	0.2115316550325755	0.1331405122852093	14.618539131965724	NFIL3								
Decreased Circulating Chloride Level MP:0003020	1	0	0.2115316550325755	0.1331405122852093	14.618539131965724	HSPA5								
Decreased pre-B Cell Number MP:0008209	1	0	0.2115316550325755	0.1331405122852093	14.618539131965724	PDIA6								
Decreased White Fat Cell Size MP:0009133	1	0	0.2115316550325755	0.1331405122852093	14.618539131965724	BMAL1								
